id,age,province,marital_status,employment_income,num_t4_slips,self_employed,business_structure,industry,business_revenue,years_in_business,gst_registered,investment_income,num_t5_slips,pension_income,num_t4a_slips,rrsp_withdrawal,student_status,tuition_paid,has_children,num_dependents,residency_status,arrival_year,ei_received,social_assistance,disability_benefit,rent_paid,property_tax,major_life_event,income_type_count,hours_worked_per_week,owns_home,moved_province_this_year,has_capital_gains,num_business_employees,recommended_form
169,52,QC,single,85679,1,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,job_change,1,36,no,no,no,0,T1
170,48,MB,common_law,37228,2,no,corporation,manufacturing,869776,3,yes,0,0,0,0,0,no,0,no,0,resident,,no,no,no,14701,0,moved_province,1,45,yes,yes,no,42,T2
171,75,MB,common_law,96393,2,no,none,,0,0,no,0,0,10922,1,0,no,0,no,0,resident,,no,no,no,0,0,none,2,14,no,no,no,0,T4RIF
172,21,BC,married,0,0,no,none,,0,0,no,12170,0,0,0,0,no,0,no,0,newcomer,2023,no,no,no,4570,0,moved_province,1,0,yes,yes,yes,0,RC151
173,81,ON,single,141013,1,no,none,,0,0,no,11667,1,17519,0,0,no,0,no,0,resident,,no,no,no,0,0,none,3,22,no,no,no,0,T4RIF
174,83,BC,married,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,yes,2,newcomer,2023,no,no,no,0,0,none,0,0,no,no,no,0,RC151
175,44,NS,single,115945,0,no,none,,0,0,no,0,0,0,0,0,no,0,yes,2,resident,,no,no,no,0,0,none,1,55,yes,no,yes,0,RC66
176,75,QC,single,2775,1,yes,sole_prop,software,155611,3,no,8775,2,24685,0,0,no,0,yes,1,resident,,no,no,no,0,0,new_child,4,27,yes,no,no,22,T2125
177,39,NS,married,134445,3,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,yes,no,no,0,0,none,1,51,yes,no,no,0,T1
178,39,BC,married,45991,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,1,53,no,no,no,0,T1
179,65,NS,married,32954,0,no,none,,0,0,no,0,0,2032,0,0,no,0,no,0,resident,,no,no,no,0,0,moved_province,2,47,yes,yes,no,0,T4RIF
180,70,QC,single,6901,1,no,none,,0,0,no,0,0,18678,1,0,no,0,no,0,resident,,no,no,no,0,0,married,2,34,yes,no,no,0,T4RIF
181,39,MB,common_law,41235,3,no,none,,0,0,no,0,0,0,0,0,no,0,yes,2,resident,,no,no,no,0,0,married,1,22,no,no,no,0,RC66
182,78,BC,married,49649,0,no,none,,0,0,no,0,0,13878,0,0,no,0,no,0,resident,,no,no,no,5848,0,married,2,10,no,no,no,0,T4RIF
183,26,QC,married,89037,0,no,none,,0,0,no,9536,2,0,0,0,no,0,no,0,resident,,no,no,no,0,0,new_child,2,15,yes,no,no,0,T1
184,81,ON,single,13682,2,no,none,,0,0,no,12391,2,37531,2,0,no,0,no,0,resident,,no,no,no,0,0,none,3,52,yes,no,no,0,T4RIF
185,75,ON,single,25954,1,yes,sole_prop,real_estate,206499,1,yes,0,0,10848,2,0,no,0,no,0,resident,,no,no,no,20567,0,none,3,23,yes,no,no,2,T2125
186,41,BC,common_law,98239,3,no,none,,0,0,no,0,0,0,0,0,no,0,yes,1,resident,,no,no,no,0,0,none,1,21,no,no,no,0,RC66
187,72,SK,single,4765,2,no,none,,0,0,no,0,0,11989,0,0,no,0,no,0,resident,,no,no,no,0,0,none,2,14,yes,no,yes,0,T4RIF
188,64,AB,common_law,144098,1,no,none,,0,0,no,0,0,10377,0,0,no,0,yes,1,resident,,no,no,no,0,2260,none,2,14,yes,no,no,0,T4RIF
189,82,AB,married,18395,3,yes,sole_prop,finance,15956,11,no,0,0,3961,1,0,no,0,no,0,resident,,no,no,no,13803,0,none,3,46,no,no,no,41,T2125
190,71,NS,married,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,newcomer,2022,no,no,no,23205,0,none,0,0,yes,no,no,0,RC151
191,44,NS,single,140347,1,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,new_child,1,23,yes,no,no,0,T1
192,32,AB,single,89424,2,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,8895,0,none,1,23,yes,no,no,0,T1
193,57,QC,common_law,144771,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,1875,new_child,1,51,yes,no,no,0,T1
194,47,BC,single,81780,0,no,none,,0,0,no,0,0,0,0,0,no,0,yes,2,resident,,no,no,no,0,0,married,1,49,no,no,no,0,RC66
195,23,AB,married,134794,2,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,1,51,yes,no,no,0,T1
196,31,ON,single,132886,1,no,none,,0,0,no,13567,2,0,0,0,no,0,yes,1,resident,,no,no,no,0,0,none,2,50,yes,no,yes,0,RC66
197,65,AB,single,50772,0,no,none,,0,0,no,2941,1,25553,1,0,no,0,no,0,resident,,yes,no,no,0,0,none,3,56,yes,no,no,0,T4RIF
198,21,,single,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,non_resident,,no,no,no,0,0,married,0,0,yes,no,no,0,NR4
199,25,QC,single,0,0,no,none,,0,0,no,0,0,0,0,0,yes,1969,no,0,newcomer,2022,no,no,no,0,0,none,0,0,no,no,no,0,RC151
200,46,SK,single,3969,1,yes,sole_prop,construction,175948,6,yes,0,0,0,0,0,no,0,yes,2,resident,,no,no,no,17128,0,none,2,15,no,no,no,19,T2125
201,26,BC,single,25491,2,no,none,,0,0,no,0,0,0,0,0,yes,6929,no,0,resident,,no,no,no,16450,0,new_child,1,28,no,no,no,0,T2202
202,76,BC,married,90071,0,no,none,,0,0,no,926,2,31831,0,0,no,0,yes,1,resident,,yes,no,no,0,0,none,3,37,no,no,no,0,T4RIF
203,41,AB,single,109863,1,no,none,,0,0,no,2537,2,0,0,0,no,0,no,0,resident,,no,no,no,20152,5873,moved_province,2,49,yes,yes,no,0,T1
204,59,SK,single,86483,1,yes,sole_prop,carpentry,99543,2,yes,0,0,0,0,0,no,0,yes,2,resident,,yes,no,no,17746,0,none,2,36,no,no,no,1,T2125
205,46,MB,married,67708,2,no,none,,0,0,no,7825,1,0,0,0,no,0,no,0,resident,,no,no,no,0,0,job_change,2,34,yes,no,no,0,T1
206,37,AB,single,0,0,no,none,,0,0,no,5060,0,0,0,0,no,0,no,0,newcomer,2024,yes,no,no,0,4629,none,1,0,yes,no,no,0,RC151
207,61,MB,common_law,23382,3,no,none,,0,0,no,0,0,34036,2,0,no,0,no,0,resident,,no,no,no,0,0,new_child,2,38,yes,no,no,0,T4RIF
208,39,MB,single,15960,3,yes,sole_prop,retail,69427,7,yes,0,0,0,0,0,no,0,no,0,resident,,yes,no,no,0,0,none,2,10,yes,no,no,5,T2125
209,25,AB,single,128674,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,17397,0,none,1,54,no,no,yes,0,T1
210,59,AB,single,56396,3,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,yes,yes,no,0,0,none,1,15,yes,no,no,0,T1
211,59,AB,married,1466,3,no,none,,0,0,no,0,0,0,0,0,no,0,yes,2,resident,,no,no,no,0,0,new_child,1,22,no,no,no,0,RC66
212,74,,married,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,non_resident,,no,no,no,0,0,married,0,0,no,no,yes,0,NR4
213,31,SK,single,60354,3,yes,sole_prop,retail,40932,13,yes,0,0,0,0,0,no,0,no,0,resident,,no,no,no,15350,0,moved_province,2,26,no,yes,yes,9,T2125
214,74,MB,single,22490,3,no,none,,0,0,no,0,0,1539,0,0,no,0,no,0,resident,,no,yes,no,21303,0,none,2,52,no,no,no,0,T4RIF
215,35,MB,single,74286,2,no,none,,0,0,no,4399,1,0,0,0,no,0,no,0,resident,,no,no,no,0,0,married,2,16,no,no,no,0,T1
216,23,SK,single,76382,1,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,yes,no,no,0,0,none,1,24,no,no,yes,0,T1
217,61,AB,single,103844,1,no,corporation,finance,745571,11,no,0,0,39516,1,0,no,0,no,0,resident,,no,no,yes,9798,0,none,2,58,no,no,yes,31,T2
218,59,AB,single,77606,1,yes,sole_prop,manufacturing,56322,3,yes,8226,1,0,0,0,no,0,no,0,resident,,no,no,no,8270,0,none,3,54,no,no,no,2,T2125
219,26,MB,single,6470,2,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,married,1,55,no,no,no,0,T1
220,40,,married,0,0,no,none,,0,0,no,9356,2,0,0,0,no,0,yes,2,non_resident,,no,no,no,0,0,moved_province,1,0,no,yes,yes,0,NR4
221,84,,single,0,0,no,none,,0,0,no,10668,0,0,0,0,no,0,yes,2,non_resident,,no,no,no,0,0,none,1,0,yes,no,no,0,NR4
222,36,,single,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,non_resident,,no,no,no,0,0,moved_province,0,0,yes,yes,no,0,NR4
223,36,QC,common_law,145817,2,yes,sole_prop,design,219183,6,no,0,0,0,0,0,no,0,yes,2,resident,,no,no,yes,0,0,none,2,30,no,no,no,22,T2125
224,81,AB,single,99485,0,no,none,,0,0,no,12600,2,21398,2,0,no,0,yes,1,resident,,no,no,no,6693,0,moved_province,3,40,yes,yes,no,0,T4RIF
225,62,NS,single,143093,0,yes,sole_prop,delivery,159536,2,yes,2181,2,39932,1,0,no,0,no,0,resident,,no,no,no,9650,0,none,4,33,no,no,no,35,T2125
226,42,QC,single,85473,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,19207,0,none,1,54,no,no,no,0,T1
227,65,NS,single,47645,0,no,none,,0,0,no,0,0,30024,2,12478,no,0,no,0,resident,,no,no,no,10008,0,none,3,29,no,no,no,0,T4RIF
228,30,MB,married,66,3,no,none,,0,0,no,10506,2,0,0,0,no,0,yes,2,resident,,no,no,no,0,0,none,2,32,no,no,no,0,RC66
229,40,BC,married,17118,0,no,none,,0,0,no,4588,1,0,0,0,no,0,no,0,resident,,no,no,no,6933,0,moved_province,2,31,yes,yes,no,0,T1
230,79,ON,single,1515,2,no,none,,0,0,no,0,0,31186,0,0,no,0,no,0,resident,,no,no,no,0,0,none,2,22,no,no,no,0,T4RIF
231,53,BC,common_law,55192,2,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,moved_province,1,39,no,yes,no,0,T1
232,76,MB,married,147646,3,no,none,,0,0,no,0,0,20213,0,0,no,0,no,0,resident,,no,no,no,8938,0,moved_province,2,45,no,yes,no,0,T4RIF
233,65,AB,married,8802,3,no,none,,0,0,no,0,0,30480,2,0,no,0,no,0,resident,,no,no,no,0,0,moved_province,2,56,no,yes,yes,0,T4RIF
234,78,SK,common_law,88844,0,yes,sole_prop,delivery,163029,9,yes,1990,0,16374,2,0,no,0,no,0,resident,,yes,no,no,0,0,none,4,29,yes,no,no,34,T2125
235,33,ON,single,0,0,no,none,,0,0,no,596,2,0,0,0,no,0,no,0,newcomer,2024,no,no,yes,17799,0,new_child,1,0,yes,no,no,0,RC151
236,81,BC,single,9637,2,yes,sole_prop,construction,31950,1,yes,0,0,11523,0,0,no,0,no,0,resident,,no,no,no,22749,0,none,3,51,yes,no,no,17,T2125
237,71,MB,married,37052,1,no,none,,0,0,no,0,0,2809,1,0,no,0,no,0,resident,,no,no,no,20576,0,none,2,59,yes,no,no,0,T4RIF
238,26,QC,common_law,92850,1,no,none,,0,0,no,240,0,0,0,0,yes,9274,no,0,resident,,yes,no,no,0,0,married,2,50,no,no,no,0,T2202
239,47,NS,common_law,119181,2,no,none,,0,0,no,1910,2,0,0,0,no,0,yes,2,resident,,no,no,no,20562,0,moved_province,2,25,yes,yes,no,0,RC66
240,57,QC,married,104127,2,yes,sole_prop,real_estate,38302,7,yes,5966,1,0,0,0,no,0,no,0,resident,,no,no,no,21488,0,married,3,41,yes,no,no,46,T2125
241,75,BC,single,70934,2,no,none,,0,0,no,0,0,6937,0,10860,no,0,no,0,resident,,no,no,no,0,0,moved_province,3,25,no,yes,no,0,T4RIF
242,84,BC,single,76290,1,no,none,,0,0,no,3644,1,17587,1,0,no,0,yes,2,resident,,no,no,no,0,0,moved_province,3,21,no,yes,no,0,T4RIF
243,32,QC,single,88177,2,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,8136,5461,none,1,26,yes,no,no,0,T1
244,79,QC,common_law,53364,1,no,none,,0,0,no,0,0,2708,1,0,no,0,no,0,resident,,no,no,no,0,0,none,2,58,yes,no,yes,0,T4RIF
245,37,NS,common_law,77004,2,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,new_child,1,28,no,no,no,0,T1
246,66,AB,single,94774,1,no,none,,0,0,no,0,0,9261,1,0,no,0,yes,2,resident,,no,no,no,0,0,moved_province,2,37,no,yes,no,0,T4RIF
247,60,SK,single,53785,0,no,none,,0,0,no,0,0,28412,1,0,no,0,no,0,resident,,no,no,no,0,0,none,2,35,no,no,no,0,T4RIF
248,57,ON,single,6447,3,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,1,45,yes,no,no,0,T1
249,68,AB,single,89242,0,yes,sole_prop,landscaping,62786,5,yes,0,0,12665,0,0,no,0,no,0,resident,,no,no,no,5172,0,moved_province,3,51,no,yes,no,13,T2125
250,31,SK,single,134312,1,no,none,,0,0,no,882,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,new_child,2,26,no,no,yes,0,T1
251,68,ON,married,133639,1,no,none,,0,0,no,10451,0,10492,1,0,no,0,no,0,resident,,no,no,no,0,0,none,3,35,no,no,yes,0,T4RIF
252,61,BC,common_law,83600,2,no,none,,0,0,no,8084,1,20308,0,0,no,0,no,0,resident,,no,no,no,0,0,none,3,55,no,no,no,0,T4RIF
253,43,NS,single,41139,3,no,none,,0,0,no,13543,0,0,0,0,no,0,no,0,resident,,no,yes,no,0,0,none,2,33,no,no,no,0,T1
254,70,QC,common_law,114881,1,no,none,,0,0,no,5720,1,11154,1,0,no,0,no,0,resident,,no,no,no,0,2927,none,3,57,no,no,no,0,T4RIF
255,30,AB,common_law,60282,1,no,none,,0,0,no,4763,1,0,0,0,no,0,no,0,resident,,yes,no,no,0,6031,moved_province,2,18,yes,yes,no,0,T1
256,22,QC,married,5812,1,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,moved_province,1,46,no,yes,no,0,T1
257,57,AB,single,78012,2,no,none,,0,0,no,14635,1,0,0,0,no,0,no,0,resident,,yes,no,no,20482,1877,none,2,48,no,no,no,0,T1
258,59,MB,single,11831,0,no,none,,0,0,no,6520,2,0,0,0,no,0,yes,1,resident,,no,no,no,0,5899,job_change,2,21,yes,no,no,0,RC66
259,26,BC,married,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,newcomer,2024,no,no,no,15332,0,none,0,0,no,no,yes,0,RC151
260,52,SK,single,127536,1,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,yes,no,no,13118,0,none,1,52,no,no,no,0,T1
261,74,NS,single,146895,3,no,none,,0,0,no,0,0,15728,1,0,no,0,no,0,resident,,no,no,yes,0,0,none,2,29,yes,no,no,0,T4RIF
262,54,ON,single,37196,2,no,none,,0,0,no,867,2,0,0,0,no,0,yes,2,resident,,yes,no,no,23423,0,none,2,14,no,no,no,0,RC66
263,77,MB,single,110310,1,no,corporation,carpentry,807600,5,yes,11059,0,19751,1,0,no,0,no,0,resident,,no,no,no,0,0,job_change,3,53,yes,no,no,0,T2
264,75,QC,common_law,96055,1,no,none,,0,0,no,8347,0,31351,0,0,no,0,no,0,resident,,no,no,no,11394,4394,moved_province,3,54,no,yes,no,0,T4RIF
265,69,BC,single,24502,3,no,none,,0,0,no,0,0,15958,0,10514,no,0,no,0,resident,,yes,no,no,0,3990,none,3,45,no,no,no,0,T4RIF
266,56,MB,single,53144,0,yes,sole_prop,retail,155231,13,yes,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,2,24,yes,no,no,27,T2125
267,41,AB,married,122066,0,no,none,,0,0,no,6784,1,0,0,0,no,0,yes,2,resident,,no,no,no,9851,0,none,2,38,yes,no,no,0,RC66
268,51,BC,single,145338,2,no,none,,0,0,no,13490,2,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,2,40,yes,no,no,0,T1
269,55,NS,single,79872,2,no,none,,0,0,no,4273,1,0,0,0,no,0,no,0,resident,,no,no,no,0,0,moved_province,2,40,no,yes,no,0,T1
270,51,SK,common_law,36018,1,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,17830,0,new_child,1,19,yes,no,no,0,T1
271,23,BC,single,69093,3,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,4845,6904,none,1,58,yes,no,no,0,T1
272,69,QC,married,43481,1,no,none,,0,0,no,12729,0,14419,2,0,no,0,yes,1,resident,,no,no,no,7407,0,none,3,14,no,no,no,0,T4RIF
273,73,QC,single,77511,2,no,none,,0,0,no,3880,2,2785,1,0,no,0,no,0,resident,,no,no,no,21573,0,married,3,34,yes,no,yes,0,T4RIF
274,54,ON,single,89326,0,yes,sole_prop,photography,14589,5,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,4162,0,none,2,22,no,no,yes,27,T2125
275,70,QC,married,96090,1,yes,sole_prop,real_estate,62241,7,yes,10789,0,20950,1,0,no,0,no,0,resident,,no,no,no,0,0,none,4,12,no,no,no,10,T2125
276,75,ON,married,56030,1,no,none,,0,0,no,0,0,37201,2,0,no,0,yes,1,resident,,no,no,no,0,0,none,2,53,no,no,no,0,T4RIF
277,26,QC,married,145417,1,no,none,,0,0,no,3055,0,0,0,0,no,0,no,0,resident,,no,no,no,19620,1122,none,2,25,no,no,no,0,T1
278,30,NS,single,122689,1,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,12391,0,married,1,29,no,no,no,0,T1
279,26,BC,married,24143,3,no,none,,0,0,no,13718,0,0,0,0,yes,5507,yes,1,resident,,no,no,no,0,0,none,2,58,no,no,no,0,T2202
280,22,BC,single,0,0,no,none,,0,0,no,10776,0,0,0,0,no,0,no,0,newcomer,2023,no,no,no,0,0,married,1,0,yes,no,no,0,RC151
281,19,MB,single,9583,3,no,none,,0,0,no,0,0,0,0,19933,yes,8938,no,0,resident,,no,no,no,0,0,none,2,19,no,no,no,0,T2202
282,33,AB,single,95119,2,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,15241,6158,new_child,1,16,no,no,yes,0,T1
283,65,ON,married,12191,3,no,none,,0,0,no,1356,0,19643,2,0,no,0,yes,1,resident,,no,no,no,15797,0,moved_province,3,46,yes,yes,yes,0,T4RIF
284,53,BC,single,100417,0,no,none,,0,0,no,1308,1,0,0,0,no,0,no,0,resident,,no,no,no,4237,0,moved_province,2,48,yes,yes,no,0,T1
285,19,AB,common_law,126545,3,no,none,,0,0,no,5131,2,0,0,0,yes,11271,no,0,resident,,no,no,no,0,0,none,2,18,yes,no,yes,0,T2202
286,42,BC,single,69468,3,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,18033,0,none,1,57,no,no,no,0,T1
287,69,QC,married,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,yes,1,newcomer,2023,no,no,no,18588,5481,job_change,0,0,no,no,no,0,RC151
288,30,AB,married,0,0,no,none,,0,0,no,808,2,0,0,0,no,0,no,0,newcomer,2023,no,no,no,0,0,none,1,0,no,no,no,0,RC151
289,72,AB,single,71805,3,no,none,,0,0,no,0,0,34800,1,0,no,0,no,0,resident,,no,no,yes,0,0,none,2,52,no,no,no,0,T4RIF
290,25,NS,common_law,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,yes,1,newcomer,2024,yes,no,no,0,5262,moved_province,0,0,yes,yes,no,0,RC151
291,33,BC,single,112260,1,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,12989,0,moved_province,1,42,no,yes,no,0,T1
292,55,SK,married,82597,1,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,moved_province,1,31,no,yes,no,0,T1
293,67,MB,single,0,0,no,none,,0,0,no,78,1,0,0,0,no,0,no,0,newcomer,2023,no,no,no,0,0,none,1,0,no,no,yes,0,RC151
294,22,,single,0,0,no,none,,0,0,no,0,0,0,0,18460,no,0,no,0,non_resident,,yes,no,no,0,0,moved_province,1,0,no,yes,no,0,NR4
295,52,NS,single,47657,0,yes,sole_prop,finance,149575,3,no,10405,2,0,0,0,no,0,yes,1,resident,,no,no,yes,19193,0,moved_province,3,30,no,yes,no,41,T2125
296,61,MB,married,143738,3,no,none,,0,0,no,0,0,5057,1,0,no,0,no,0,resident,,no,no,no,7998,0,moved_province,2,46,no,yes,no,0,T4RIF
297,28,BC,married,127514,2,yes,sole_prop,software,115100,10,yes,0,0,0,0,0,no,0,yes,2,resident,,no,no,no,14976,0,new_child,2,28,no,no,yes,34,T2125
298,22,NS,single,13237,2,no,none,,0,0,no,11367,1,0,0,0,no,0,no,0,resident,,no,no,no,12169,0,none,2,41,no,no,yes,0,T1
299,61,BC,single,142001,0,no,none,,0,0,no,0,0,28656,2,0,no,0,no,0,resident,,no,no,no,0,1527,none,2,35,no,no,no,0,T4RIF
300,31,ON,married,24976,2,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,1,42,no,no,no,0,T1
301,36,AB,married,595,0,yes,sole_prop,finance,156895,5,yes,0,0,0,0,0,no,0,no,0,resident,,no,no,no,14237,0,none,2,59,yes,no,no,31,T2125
302,58,AB,married,99976,3,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,moved_province,1,16,yes,yes,no,0,T1
303,76,BC,single,0,0,no,none,,0,0,no,3513,0,0,0,0,no,0,no,0,newcomer,2024,no,no,no,0,0,job_change,1,0,yes,no,no,0,RC151
304,47,AB,single,16138,2,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,7435,5366,moved_province,1,31,no,yes,no,0,T1
305,45,AB,married,107658,0,no,none,,0,0,no,1737,2,0,0,0,no,0,yes,2,resident,,no,no,no,4294,0,moved_province,2,24,yes,yes,no,0,RC66
306,77,BC,married,0,0,no,none,,0,0,no,10183,0,0,0,0,no,0,no,0,newcomer,2022,no,no,no,11262,0,none,1,0,no,no,yes,0,RC151
307,83,NS,single,103903,2,yes,sole_prop,delivery,161829,1,yes,0,0,38231,1,0,no,0,yes,2,resident,,no,no,no,0,0,none,3,53,yes,no,no,39,T2125
308,40,AB,married,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,newcomer,2023,no,no,no,0,0,job_change,0,0,yes,no,no,0,RC151
309,80,ON,married,60030,3,no,none,,0,0,no,9677,0,15089,1,0,no,0,no,0,resident,,no,no,no,0,0,none,3,29,yes,no,no,0,T4RIF
310,84,NS,common_law,2413,1,no,none,,0,0,no,0,0,37679,0,0,no,0,no,0,resident,,yes,no,no,5214,0,none,2,37,no,no,no,0,T4RIF
311,50,AB,common_law,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,newcomer,2023,no,no,no,0,0,moved_province,0,0,no,yes,no,0,RC151
312,72,SK,single,21630,3,no,none,,0,0,no,6643,0,1823,0,0,no,0,no,0,resident,,yes,no,no,0,0,job_change,3,59,no,no,no,0,T4RIF
313,72,BC,single,110218,3,no,none,,0,0,no,0,0,36901,1,0,no,0,yes,2,resident,,no,no,no,0,0,none,2,18,yes,no,yes,0,T4RIF
314,38,MB,single,30348,0,yes,sole_prop,marketing,180625,9,no,0,0,0,0,0,no,0,yes,1,resident,,no,no,no,0,1823,none,2,13,no,no,no,34,T2125
315,69,AB,married,111695,2,no,none,,0,0,no,0,0,21596,2,0,no,0,yes,1,resident,,no,no,no,0,0,job_change,2,45,no,no,no,0,T4RIF
316,19,MB,single,92091,2,no,none,,0,0,no,13993,0,0,0,0,no,0,no,0,resident,,no,no,yes,0,0,job_change,2,52,yes,no,yes,0,T1
317,60,AB,common_law,121670,1,no,none,,0,0,no,3190,1,8789,1,0,no,0,no,0,resident,,no,no,no,0,0,none,3,51,yes,no,no,0,T4RIF
318,37,,married,0,0,no,none,,0,0,no,9765,0,0,0,0,no,0,no,0,non_resident,,no,no,no,14150,0,none,1,0,no,no,no,0,NR4
319,23,,single,0,0,no,none,,0,0,no,4277,0,0,0,0,no,0,no,0,non_resident,,no,no,no,0,0,new_child,1,0,no,no,no,0,NR4
320,37,ON,common_law,100572,3,no,none,,0,0,no,2835,2,0,0,0,no,0,yes,2,resident,,no,no,no,0,0,job_change,2,58,yes,no,no,0,RC66
321,73,ON,married,24485,3,no,none,,0,0,no,0,0,9018,1,0,no,0,no,0,resident,,no,no,no,0,0,none,2,20,no,no,no,0,T4RIF
322,79,QC,single,102951,2,no,none,,0,0,no,0,0,4357,1,0,no,0,no,0,resident,,no,no,no,0,0,none,2,30,yes,no,no,0,T4RIF
323,42,BC,married,14429,2,yes,sole_prop,finance,189087,11,yes,0,0,0,0,0,no,0,no,0,resident,,no,no,no,11520,0,married,2,40,no,no,no,30,T2125
324,19,ON,single,75622,3,no,none,,0,0,no,7756,0,0,0,0,yes,4602,no,0,resident,,yes,no,no,23146,0,none,2,16,no,no,no,0,T2202
325,46,BC,married,100025,1,no,none,,0,0,no,10694,0,0,0,0,no,0,no,0,resident,,no,no,no,17644,0,none,2,12,no,no,no,0,T1
326,34,MB,single,7065,0,no,none,,0,0,no,0,0,0,0,0,no,0,yes,2,resident,,no,no,no,0,0,none,1,23,yes,no,no,0,RC66
327,63,QC,single,54615,2,no,none,,0,0,no,0,0,19657,1,0,no,0,no,0,resident,,no,no,no,19511,0,moved_province,2,58,no,yes,no,0,T4RIF
328,29,MB,common_law,19239,0,no,none,,0,0,no,3768,0,0,0,0,yes,5987,no,0,resident,,no,no,no,0,0,none,2,15,no,no,no,0,T2202
329,42,BC,single,47279,1,no,none,,0,0,no,0,0,0,0,0,no,0,yes,2,resident,,yes,no,no,0,0,none,1,22,no,no,no,0,RC66
330,41,NS,married,61416,1,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,new_child,1,16,yes,no,no,0,T1
331,19,BC,single,47013,1,yes,sole_prop,real_estate,112584,2,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,5309,0,moved_province,2,45,yes,yes,yes,30,T2125
332,72,MB,single,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,yes,1,newcomer,2024,no,no,yes,14139,0,none,0,0,no,no,no,0,RC151
333,64,BC,married,55,0,no,none,,0,0,no,0,0,25318,2,0,no,0,no,0,resident,,no,no,no,0,0,new_child,2,13,no,no,no,0,T4RIF
334,35,AB,single,139909,2,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,yes,0,0,none,1,42,no,no,no,0,T1
335,77,ON,single,149123,0,no,none,,0,0,no,8023,1,36015,0,0,no,0,no,0,resident,,no,no,no,0,0,moved_province,3,44,yes,yes,no,0,T4RIF
336,39,NS,single,105366,3,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,8264,0,none,1,45,yes,no,no,0,T1
337,43,MB,common_law,45771,3,no,none,,0,0,no,14974,1,0,0,0,no,0,yes,1,resident,,no,no,no,0,0,job_change,2,55,no,no,no,0,RC66
338,78,QC,single,79360,0,no,none,,0,0,no,0,0,38383,0,0,no,0,no,0,resident,,yes,no,no,0,0,married,2,56,no,no,no,0,T4RIF
